DATE,regime,regime_label,sim_persistent_stress_indicator,sim_noisy_leading_indicator,sim_noisy_leading_indicator_lag1,sim_irrelevant_noise,sim_charge_off_rate,sim_quarterly_pd,sim_annual_pd,sim_oracle_alpha
1995-03-31,0,normal,-0.7379562130986644,-0.5052066055291322,0.6363787949677739,-0.30321006913061255,0.0027129686113919996,0.0060288191364266655,0.023898071773310048,0.6700684988783298
1995-06-30,0,normal,-1.0968533107363942,-0.24938256689768398,-0.5052066055291322,1.1649478991546764,0.002986963596309597,0.006637696880687992,0.026287601263950466,0.6576174679373771
1995-09-30,0,normal,-1.2849819096979196,-1.1987376364987443,-0.24938256689768398,0.4225690836578728,0.001219598185312659,0.0027102181895836868,0.01079688063784523,0.7867761150131
1995-12-31,0,normal,-0.25792883598981464,0.638021553246244,-1.1987376364987443,-0.0998006686062993,0.0016623948590734827,0.0036942107979410724,0.014695161507437882,0.737432364126163
1996-03-31,1,stress,0.17176257019954738,2.2029287931053867,0.638021553246244,0.38743960677989653,0.00815418073714671,0.0181204016381038,0.07053520426602777,0.5164476331381395
1996-06-30,1,stress,1.2004509041150198,1.5160843360797884,2.2029287931053867,2.0141376630705508,0.014426435481044412,0.032058745513432026,0.12219914196411463,0.43407663845005157
1996-09-30,1,stress,1.3048192931255151,1.4678842232689908,1.5160843360797884,2.142028788362611,0.018837734521926438,0.04186163227094764,0.15722251332353443,0.4024172978458226
1996-12-31,0,normal,1.3200217618529577,0.9366109432904801,1.4678842232689908,0.10377932057863251,0.0063042087680233415,0.014009352817829647,0.05487079896683933,0.5554353769265338
1997-03-31,0,normal,1.1066242900889294,0.22972203270481822,0.9366109432904801,0.19597516919980412,0.0032631138779823828,0.007251364173294183,0.028691485407152162,0.6461965156683499
1997-06-30,0,normal,0.7124237707703819,1.479012265059414,0.22972203270481822,1.126010086646374,0.004532490257047278,0.010072200571216173,0.039684183914580395,0.6026751296639318
1997-09-30,0,normal,0.4448784495779428,0.22963249440214323,1.479012265059414,-0.825232820673162,0.0037878056374660665,0.008417345861035702,0.03324665368954893,0.6267630004039466
1997-12-31,0,normal,-0.022530642029966,0.6020649412379844,0.22963249440214323,0.37149430873442774,0.004236693975545414,0.009414875501212032,0.037130992997364665,0.6118485515105253
1998-03-31,0,normal,0.057803581745873384,0.6742937009331011,0.6020649412379844,0.007081245044344995,0.0028641064003131025,0.006364680889584672,0.025216698251966818,0.6630439574355024
1998-06-30,1,stress,0.5755420087751677,1.021949739273604,0.6742937009331011,0.3520395983446675,0.008953479485846202,0.019896621079658228,0.0772425807605639,0.5021897638963839
1998-09-30,1,stress,0.6717413028757179,0.29050828421239594,1.021949739273604,-0.8127529280982715,0.013095872552940502,0.029101939006534447,0.11142409001313147,0.44689343496694756
1998-12-31,1,stress,0.7271064129634717,1.9056868801732871,0.29050828421239594,-1.580496521126196,0.012646840187492443,0.02810408930553876,0.10776548527814445,0.4516683498269136
1999-03-31,1,stress,1.369946857087292,-1.3188032689430815,1.9056868801732871,-2.07129278798805,0.018652339147039294,0.04144964254897621,0.15577203524181316,0.40348736006779984
1999-06-30,0,normal,1.6393173110406551,0.5583702676891309,-1.3188032689430815,-1.1011043044585604,0.002866677024678235,0.006370393388173855,0.025239114525256623,0.6629279350717278
1999-09-30,0,normal,1.2692329567622769,-0.3732028253452268,0.5583702676891309,-0.43233895104018316,0.0058188809910045824,0.01293084664667685,0.050728766360293664,0.5672648518464728
1999-12-31,0,normal,0.858190939448397,0.9307086315137659,-0.3732028253452268,-0.26432880868358594,0.0029577288125384993,0.006572730694529998,0.026032851967716875,0.6588875146965303
2000-03-31,0,normal,0.6962565234138802,0.5282293223329619,0.9307086315137659,2.000145864405019,0.004667984502558821,0.010373298894575158,0.040852016908657585,0.598621522743556
2000-06-30,0,normal,0.9876767246079705,1.5524576802605445,0.5282293223329619,1.156217542180673,0.003214268908841848,0.007142819797426328,0.02826661504180994,0.6481466351820963
2000-09-30,0,normal,0.7724276875561198,0.5089905967132557,1.5524576802605445,-0.9434404454602124,0.005547853899698984,0.012328564221553297,0.04840976825589571,0.5742048381171664
2000-12-31,0,normal,0.3401359217397495,-1.695775442512206,0.5089905967132557,0.38635586852505516,0.0029812978466221673,0.0066251063258270385,0.026238234331390275,0.657862600610271
2001-03-31,0,normal,0.6203701736555506,-0.2547717306168411,-1.695775442512206,-0.3799541689246785,0.002097438567529151,0.004660974594509224,0.018513954833854873,0.7042630676646773
2001-06-30,0,normal,0.564979015856846,-1.3127749268922848,-0.2547717306168411,-0.25536628659983307,0.004206345501193987,0.009347434447097748,0.03686874988041944,0.6128168497285342
2001-09-30,0,normal,0.9774610694754472,-0.6868818812071883,-1.3127749268922848,0.22149396287458978,0.003684808490841278,0.008188463312980617,0.032353739343895294,0.6303851749773514
2001-12-31,0,normal,0.749338938616141,1.2562142971020498,-0.6868818812071883,0.661962960839177,0.003017275991121592,0.006705057758047982,0.02655168799232588,0.6563138827863844
2002-03-31,0,normal,-0.014036938684768506,0.4197197126115508,1.2562142971020498,-0.31109901047610095,0.005180627650332587,0.011512505889627971,0.04526088260953065,0.5840232616511903
2002-06-30,0,normal,-0.6840302996515321,-0.8598407539999418,0.4197197126115508,1.1134323244478546,0.002252400497535044,0.005005334438966764,0.019871518493159823,0.6945914980359406
2002-09-30,0,normal,0.02577844573913618,-1.1612247410875807,-0.8598407539999418,-1.1260332859162847,0.0026823292765048227,0.005960731725566272,0.023630590850523436,0.6715446351761689
2002-12-31,0,normal,0.6236401394835108,-0.15928297794959043,-1.1612247410875807,0.039774782790079385,0.003353253230669438,0.007451673845932085,0.029475182731376393,0.6426684524964104
2003-03-31,0,normal,0.3165946487275535,-1.355430914602624,-0.15928297794959043,2.6706714229352815,0.002802779169622736,0.006228398154717191,0.02468179992412689,0.6658449351153933
2003-06-30,0,normal,-0.013083845725835425,-0.8332338476843747,-1.355430914602624,0.2598244488394408,0.0027414922222705066,0.006092204938378904,0.024147033057723144,0.6687107644957003
2003-09-30,0,normal,0.48434662024299047,0.10805549950045523,-0.8332338476843747,1.4884343727613678,0.0027450119870234503,0.006100026637829889,0.02417775115271248,0.6685442837983144
2003-12-31,0,normal,-0.17757693766197064,0.9154520546226197,0.10805549950045523,0.12625636098372553,0.002585086849437783,0.005744637443195073,0.022781301839490342,0.6763579972770317
2004-03-31,0,normal,-0.6195040960508716,0.39217243823578574,0.9154520546226197,0.6229827766340088,0.0038952751676000785,0.008656167039111285,0.03417768157485024,0.6230690914379073
2004-06-30,0,normal,-0.3383795678564605,-2.3844006092197167,0.39217243823578574,-0.024311163153967474,0.002178984173028526,0.0048421870511745025,0.019228521137004795,0.6990639051591546
2004-09-30,0,normal,-0.5417746883804535,0.10073816851809168,-2.3844006092197167,-0.13967025648981324,0.0009494579593015107,0.0021099065762255793,0.00841295362125516,0.8318277710583115
2004-12-31,0,normal,-0.5437734696254238,-0.12170274120521153,0.10073816851809168,-0.7580438336174914,0.003766463691289343,0.008369919313976317,0.033061684489371856,0.6275067619651189
2005-03-31,0,normal,-0.6107024690583706,0.20559844739347288,-0.12170274120521153,0.47020972315339954,0.004499395261753589,0.009998656137230198,0.03939877419457294,0.6036788289305307
2005-06-30,0,normal,-0.4575046143489235,1.356725669713215,0.20559844739347288,-0.8311986885294326,0.002382161155992006,0.005293691457760014,0.02100721941428907,0.6871154992185968
2005-09-30,0,normal,0.10654281700614875,-2.166059308386147,1.356725669713215,0.7090856857836425,0.002351848500530923,0.005226330001179828,0.02074200312584018,0.6888162925353042
2005-12-31,0,normal,0.014373209806651245,-0.7566047925034647,-2.166059308386147,1.1351950520816965,0.0020159953059196295,0.004479989568710287,0.017799895691865242,0.70972526228836
2006-03-31,0,normal,0.168974813410716,0.37507752266482564,-0.7566047925034647,0.4054661938675587,0.0026450950939979675,0.005877989097773261,0.023305463018201467,0.6733640285059987
2006-06-30,0,normal,-0.8190483554108506,-1.7049227914188163,0.37507752266482564,-0.25727995886588706,0.0022721488925818633,0.005049219761293029,0.02004442558576991,0.6934197518000936
2006-09-30,0,normal,-0.7835821832451807,1.2224370322231446,-1.7049227914188163,0.4942352257921687,0.001336792509984008,0.0029706500221866844,0.011829756302656702,0.7714600886977586
2006-12-31,0,normal,-1.0830585492875349,0.16200350057051258,1.2224370322231446,-0.2800466335826669,0.002851364457897869,0.006336365461995264,0.025105580680700124,0.663620629664584
2007-03-31,0,normal,-1.477621035298014,0.6198689807307889,0.16200350057051258,0.9831690903471281,0.0020893902880727237,0.0046430895290504965,0.018443408357297186,0.7047903707906306
2007-06-30,0,normal,-1.6526999695595137,-0.7373033882118044,0.6198689807307889,-1.8260272682945229,0.001270672441037952,0.0028237165356398935,0.011247115886746983,0.7798512774551336
2007-09-30,0,normal,-1.568273701769951,0.5884461024625304,-0.7373033882118044,-0.30739215302828765,0.0018476603586898882,0.004105911908199752,0.01632277315127273,0.7220080035592256
2007-12-31,0,normal,-0.984918935013474,0.8323090553728629,0.5884461024625304,-1.987866833526242,0.0038780359315768523,0.008617857625726338,0.034028380272837055,0.6236560043162233
2008-03-31,0,normal,-1.4435012745166944,0.03229329509257299,0.8323090553728629,-1.4845470222810955,0.0021408935401264267,0.004757541200280948,0.018894789831705894,0.7014606760180729
2008-06-30,0,normal,-1.2504013856574816,0.033751327015807554,0.03229329509257299,1.4180232928967949,0.001788691787055572,0.003974870637901271,0.015804935927859698,0.7266762687840596
2008-09-30,0,normal,-1.308350176857417,0.06816332578571885,0.033751327015807554,0.9421907369249859,0.0018408945504803894,0.00409087677884531,0.016263369046149667,0.7225331586256684
2008-12-31,0,normal,-1.2901321810551736,-1.017255160058401,0.06816332578571885,-0.6971256155361982,0.002250392658566456,0.005000872574592125,0.019853937575706415,0.6947113632152405
2009-03-31,0,normal,-0.7265655438920312,-0.33191650615724133,-1.017255160058401,-1.492103274862964,0.0012957091778224709,0.0028793537284943797,0.011467766265056523,0.776601421657239
2009-06-30,0,normal,-0.46744339586535755,-0.33669773088278016,-0.33191650615724133,-2.976449437431768,0.0025251925062898216,0.00561153890286627,0.02225792522200787,0.6794268476866971
2009-09-30,0,normal,0.06967226166706685,0.17640049838991986,-0.33669773088278016,-0.518454126655852,0.0026508409605351287,0.005890757690078063,0.023355641060518684,0.6730813960727602
2009-12-31,0,normal,-0.11625800819326788,0.7665846010688471,0.17640049838991986,2.490706495034441,0.004694249804283487,0.010431666231741082,0.04107827580452894,0.5978457949386446
2010-03-31,0,normal,-0.4884220726710424,-1.204135172113562,0.7665846010688471,0.47486260310780276,0.002715861107979298,0.006035246906620662,0.02392332038470446,0.6699300970224424
2010-06-30,0,normal,-0.5913515225327729,-0.31035569449508793,-1.204135172113562,-0.5347763493759743,0.0030894432069404603,0.0068654293487565785,0.027180204836431354,0.6532625792177759
2010-09-30,0,normal,-0.4812569735250229,1.2277090769187247,-0.31035569449508793,0.5055195433414083,0.0018361735599884367,0.004080385688863193,0.016221916940325154,0.7229011801540246
2010-12-31,0,normal,-0.4203841394779318,-0.9025971211492881,1.2277090769187247,-1.5514506042981622,0.003605458665756149,0.008012130368346998,0.03166540928450823,0.6332343455297051
2011-03-31,0,normal,-0.8920120543898727,-0.977909659858534,-0.9025971211492881,-0.26852366466836053,0.0020768837380137515,0.004615297195586114,0.018333775760586812,0.7056150600957304
2011-06-30,0,normal,-0.7845099400338217,0.003023149482328944,-0.977909659858534,0.13433514006031755,0.0015842095062792493,0.0035204655695094426,0.01400767458354224,0.744683542468654
2011-09-30,0,normal,-0.641671479923534,0.6177638053499086,0.003023149482328944,-0.054076210992231685,0.0025063556649848238,0.00556967925552183,0.022093279213074468,0.6804095149994236
2011-12-31,0,normal,0.4172391874851688,-0.17972972112861366,0.6177638053499086,0.8362183217802666,0.005157439752164838,0.011460977227032973,0.04506178944103234,0.5846602161040994
2012-03-31,0,normal,1.0000168416608755,1.0817070269908475,-0.17972972112861366,0.38324587595326176,0.0038217590426895503,0.008492797872643445,0.033540870854992244,0.6255868203089178
2012-06-30,0,normal,0.33968884891814777,0.629644257752985,1.0817070269908475,0.7118683111674743,0.0026032711205595345,0.0057850469345767435,0.02294016043736602,0.6754424370807856
2012-09-30,0,normal,0.04492429260167077,0.6153078992002979,0.629644257752985,-0.6655427385579915,0.0033347300218502596,0.007410511159667244,0.02931417538196135,0.6433862235056574
2012-12-31,0,normal,-0.6761790413111757,0.33985413266659936,0.6153078992002979,0.9448613221549328,0.0020722604895521708,0.004605023310115935,0.018293245973551087,0.7059215622048349
2013-03-31,0,normal,-0.8929342269679069,2.0378773578044096,0.33985413266659936,1.6871449135425198,0.0021201316683410543,0.004711403707424565,0.01871284870984602,0.7027903080674138
2013-06-30,0,normal,-0.6923555870798974,-0.38709562523206464,2.0378773578044096,-0.9516218766297445,0.003131689058921903,0.006959309019826451,0.02754799005396591,0.6515089956979025
2013-09-30,0,normal,-0.16453832718583727,-2.108885901841617,-0.38709562523206464,-0.8679091873377899,0.0017446369394129334,0.0038769709764731853,0.015417931353763792,0.7303047592395312
2013-12-31,0,normal,-0.5407218037477155,1.3452793813970918,-2.108885901841617,1.3895167334490914,0.0012081764868777177,0.002684836637506039,0.010696173824388144,0.7883820802090284
2014-03-31,0,normal,-0.8107462355232643,-0.6288808534198996,1.3452793813970918,-0.16092629868617597,0.0031179000749716624,0.006928666833270361,0.027427956966019185,0.6520787981823255
2014-06-30,0,normal,-1.6428997594945725,-0.08738215276760035,-0.6288808534198996,1.4585925127526953,0.0013479508774827708,0.002995446394406157,0.011928056811461585,0.7701028407151639
2014-09-30,0,normal,-1.4896828868762853,1.0631235534472288,-0.08738215276760035,-0.41595297469787945,0.000925824923127076,0.002057388718060169,0.008204192598758042,0.8366336103979609
2014-12-31,0,normal,-1.7383837878134603,-1.7247080557406087,1.0631235534472288,1.5105987379527692,0.002329974923567976,0.005177722052373279,0.0205505898910483,0.6900603225074657
2015-03-31,0,normal,-1.717416418683687,-0.24011746663026515,-1.7247080557406087,0.16683215609428367,0.001359208809290134,0.003020464020644742,0.012027227007170405,0.7687497591690619
2015-06-30,1,stress,-1.0187184626487813,-0.5748616654388469,-0.24011746663026515,0.2955101514958307,0.004382303505920114,0.00973845223537803,0.038388469515708956,0.6072746957523976
2015-09-30,1,stress,-0.13682686917729955,0.1979136263123416,-0.5748616654388469,1.6219455555212308,0.004880687455028797,0.010845972122286215,0.04268316745201106,0.5924289457642447
2015-12-31,1,stress,-0.11773017074619059,1.3791551260258663,0.1979136263123416,-0.33395469524652094,0.00945029300582493,0.021000651124055397,0.08139329335114964,0.4940114952770466
2016-03-31,1,stress,0.017495386155024696,1.4601063530107097,1.3791551260258663,-0.922151290445699,0.010474530024090052,0.023276733386866783,0.08990624801516978,0.47864284578975036
2016-06-30,1,stress,1.6096586297939386,1.2227483201077867,1.4601063530107097,-0.4220735080464619,0.030773666260347044,0.06838592502299343,0.24674128470306822,0.3599915809543112
2016-09-30,1,stress,1.473526358230552,-0.3943760499891814,1.2227483201077867,0.4925786870079553,0.017336357948965948,0.03852523988659099,0.14542230780054144,0.4116576886091683
2016-12-31,1,stress,1.4432854560513606,-1.253506899717094,-0.3943760499891814,-1.5563246161929754,0.013350202804820759,0.02966711734404613,0.11349131223619269,0.44429472339208365
2017-03-31,1,stress,2.6296614469233566,1.0102766277552346,-1.253506899717094,0.680542129834275,0.015475154116848279,0.03438923137077395,0.13062248895509065,0.42520457130863604
2017-06-30,1,stress,4.019527747909182,-0.6423581046350266,1.0102766277552346,-0.5136578120005506,0.04,0.08888888888888889,0.3108950464868161,0.3461388167322241
2017-09-30,0,normal,2.623943884550166,0.24915683378003778,-0.6423581046350266,1.1986752892430803,0.007979775138065727,0.01773283364014606,0.06906681994472852,0.5197509766401992
2017-12-31,0,normal,1.8389597458171099,0.481396670752047,0.24915683378003778,-2.3974745994830657,0.008105582135983959,0.01801240474663102,0.07012620963520821,0.5173609436653527
2018-03-31,0,normal,1.5038678879277,-0.058313870608819665,0.481396670752047,-0.7652353541241798,0.00479150625576066,0.010647791679468133,0.04191572985142422,0.595000811070711
2018-06-30,0,normal,1.8081880783985227,0.5370989736675419,-0.058313870608819665,-1.6788765639982326,0.005022255659175726,0.011160568131501613,0.04390046788986013,0.5884159109594052
2018-09-30,0,normal,0.9310911456736228,0.02878276697191385,0.5370989736675419,-0.8055045920236333,0.003995957571455315,0.008879905714345144,0.03504930110572524,0.6196823753844014
2018-12-31,0,normal,0.5354206520573147,0.31682641067551587,0.02878276697191385,0.2847859648649639,0.004428351364148616,0.009840780809219147,0.038785880020008934,0.6058521112338653
2019-03-31,0,normal,0.6408587643850417,-0.8653390707585833,0.31682641067551587,-0.14862394136131513,0.005726075705105747,0.01272461267801277,0.049935171150229496,0.5696132243605792
2019-06-30,0,normal,0.5838497192128117,-0.36263322595521313,-0.8653390707585833,-0.22390694930535798,0.0028818968519364837,0.006404215226525519,0.025371826037183354,0.6622433061385741
2019-09-30,0,normal,0.2036216026718614,-0.0022714861334536852,-0.36263322595521313,-0.1282762092939984,0.002743656263907705,0.006097013919794899,0.024165919416183623,0.6686083847891917
2019-12-31,0,normal,-0.0005639698332956924,0.5949228578988492,-0.0022714861334536852,0.23983231614415948,0.0032433069805270416,0.0072073488456156475,0.028519214988031782,0.6469839567790154
2020-03-31,0,normal,-0.6760317352933354,-0.5676457997837763,0.5949228578988492,-0.9905944469881739,0.0024346408115508335,0.005410312914557408,0.021466255358000508,0.6842320199190697
2020-06-30,0,normal,-0.7473461988554406,0.30830779508506584,-0.5676457997837763,0.750980075142268,0.0026909859816523656,0.0059799688481163675,0.023706169324539283,0.671125676308296
2020-09-30,0,normal,-0.8160399582771906,-0.445189227737176,0.30830779508506584,0.7061218513443757,0.0013448737599547518,0.0029886083554550038,0.01190094943699771,0.7704754977309985
2020-12-31,0,normal,-0.6652690398544638,-0.3032067544701732,-0.445189227737176,0.42425526398334534,0.0018081667357693516,0.00401814830170967,0.015975979351820935,0.7251113951935608
2021-03-31,0,normal,-0.8696070213504815,0.6035306255161996,-0.3032067544701732,0.5983689955604721,0.0017387469924502778,0.0038638822054450615,0.015366181829344572,0.7307994936681077
2021-06-30,0,normal,-0.6093490372401478,-2.098869426924585,0.6035306255161996,0.33428236418008034,0.0014855435264478634,0.0033012078365508074,0.013139587294254795,0.7545934686163632
2021-09-30,0,normal,-0.17782993866387567,-1.43194060460168,-2.098869426924585,2.099481763290198,0.0016170957363647795,0.003593546080810621,0.014296888337957503,0.7415732708499962
2021-12-31,0,normal,-0.18636743571912454,-1.609746410905587,-1.43194060460168,-0.05508489830848171,0.0018036340864681219,0.004008075747706937,0.01593617225923394,0.7254735255500335
2022-03-31,0,normal,-0.11218455074601678,-2.4249250443984773,-1.609746410905587,-0.2784325242834213,0.0021546096508272975,0.004788021446282883,0.019014973427776027,0.700591356341663
2022-06-30,0,normal,-0.17605370850809,-0.840054678915277,-2.4249250443984773,-0.7316927643709172,0.0025895813117417037,0.005754625137203786,0.022820567463346153,0.6761310164072171
2022-09-30,0,normal,-0.24904836205556058,0.5268553363326395,-0.840054678915277,-1.0146833106994708,0.002279992143925486,0.005066649208723302,0.020113090833144942,0.6929579075956056
2022-12-31,0,normal,-0.6052243655506463,-0.46342359537991645,0.5268553363326395,-1.230132230011383,0.002030147866634296,0.004511439703631769,0.017924007158002575,0.7087554378434929
2023-03-31,0,normal,-0.4618207523345932,-0.0013006741611216906,-0.46342359537991645,-0.869027663889037,0.002347199348262578,0.005215998551694617,0.020701321260427452,0.6890795256142117
2023-06-30,0,normal,-0.5178413991419802,0.8521716785588164,-0.0013006741611216906,-0.038420519144458536,0.003252637166671964,0.007228082592604364,0.02860036710291125,0.6466124685140199
2023-09-30,0,normal,0.3412167074663932,1.0804868325093087,0.8521716785588164,0.37273776299479083,0.0030098016634144734,0.006688448140921052,0.026486575371198362,0.6566340827122108
2023-12-31,0,normal,0.8139661283474641,-0.2568634699851069,1.0804868325093087,0.08526178752603138,0.0037356795289028434,0.00830151006422854,0.032794833488115405,0.6285857562384952
2024-03-31,0,normal,0.7021493402490101,1.1052838338500086,-0.2568634699851069,-0.7438837832769338,0.004243855945485281,0.00943079098996729,0.03719287222876222,0.6116208220303463
2024-06-30,0,normal,0.13860947562467926,1.0464414045906518,1.1052838338500086,0.9472666477266628,0.0035167390405083897,0.007814975645574198,0.030895364948661297,0.6364845236024546
2024-09-30,1,stress,0.3689040433736153,0.1564936926043231,1.0464414045906518,0.7840402472190892,0.012140732083296229,0.026979404629547173,0.10362831102095527,0.4573530709193147
2024-12-31,1,stress,1.5036839808492255,0.38914523749613394,0.1564936926043231,-0.12874672062645318,0.013396105600752068,0.02976912355722682,0.11386403024761027,0.443833557180801
2025-03-31,1,stress,2.0284132919014235,-1.608167731999477,0.38914523749613394,-0.6295452911875146,0.019932361929763016,0.04429413762169559,0.1657484925801035,0.39646529957409393
2025-06-30,0,normal,1.712617952257694,-1.0409883042483086,-1.608167731999477,0.5901397264181519,0.003313595599505797,0.007363545776679549,0.02913044638729656,0.6442096786173866
2025-09-30,0,normal,0.5419639507106991,-0.5334423873329356,-1.0409883042483086,0.22418232708695088,0.003092965263886183,0.006873256141969295,0.027210871251988955,0.6531154854192917
2025-12-31,0,normal,0.7080314048940506,0.5787008177763739,-0.5334423873329356,-1.4368969153829028,0.003366031381100667,0.007480069735779259,0.02958624123582987,0.6421754104370025
2026-03-31,0,normal,0.6456980146676105,1.4568338729484225,0.5787008177763739,-0.03567917058570938,0.003026597300792784,0.00672577177953952,0.026632886023890134,0.655915681335121
